"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"Recovered gap",414,0,-414,6.78000786454205,18.7893375636298,2806.92325592041,0,-2806.92325592041,12.0093296990878,79
"Intact canopy",0,0,0,33.7605385172235,36.0498289409584,0,0,0,2.28929042373486,74
"New gap",0,347.25,347.25,35.5589201057276,6.20321861799884,0,2154.0676651001,2154.0676651001,-29.3557014877287,74
"Persistent gap",63.75,63.75,0,6.34490823184743,6.50192739449295,404.487899780273,414.497871398926,10.0099716186524,0.157019162645527,74
"Recovered gap",203,0,-203,6.01646047507601,22.6630364403936,1221.34147644043,0,-1221.34147644043,16.6465759653176,74
"Intact canopy",0,0,0,32.290430633661,33.8781224689589,0,0,0,1.58769183529788,84
"New gap",0,349,349,27.009003527185,6.08538536355966,0,2123.79949188232,2123.79949188232,-20.9236181636253,84
"Persistent gap",211.25,211.25,0,5.48540190747504,5.09798273391272,1158.7911529541,1076.94885253906,-81.8423004150407,-0.387419173562323,84
"Recovered gap",262,0,-262,6.56426201157898,21.4284790563219,1719.83664703369,0,-1719.83664703369,14.8642170447429,84
"Intact canopy",0,0,0,35.6606866366552,36.1903365331399,0,0,0,0.52964989648472,78
"New gap",0,400.5,400.5,30.688033324205,5.85503721772954,0,2344.94240570068,2344.94240570068,-24.8329961064754,78
"Persistent gap",92.25,92.25,0,7.50038552219629,6.84214658659648,691.910564422607,631.188022613525,-60.7225418090821,-0.658238935599806,78
"Recovered gap",84,0,-84,6.89726820446196,22.4783991404942,579.370529174805,0,-579.370529174805,15.5811309360322,78
"Intact canopy",0,0,0,32.2315059060386,34.8644062529218,0,0,0,2.6329003468832,73
"New gap",0,370,370,27.3558839746423,6.63782303268844,0,2455.99452209472,2455.99452209472,-20.7180609419539,73
"Persistent gap",118,118,0,7.40848098366947,7.18447617353019,874.200756072998,847.768188476562,-26.4325675964354,-0.224004810139284,73
"Recovered gap",325.5,0,-325.5,6.52184940226799,22.591173714024,2122.86198043823,0,-2122.86198043823,16.069324311756,73
"Intact canopy",0,0,0,34.0268440541176,34.8957812708977,0,0,0,0.86893721678014,83
"New gap",0,547.25,547.25,25.7608141944854,6.01008781617829,0,3289.02055740357,3289.02055740357,-19.7507263783071,83
"Persistent gap",352.75,352.75,0,5.43583826271884,5.41031741352473,1917.49194717407,1908.48946762085,-9.00247955322425,-0.0255208491941152,83
"Recovered gap",241.5,0,-241.5,5.93103014707072,22.8908131917318,1432.34378051758,0,-1432.34378051758,16.959783044661,83
"Intact canopy",0,0,0,32.5867629990816,34.9763184497037,0,0,0,2.38955545062215,77
"New gap",0,250.25,250.25,23.8333611731286,6.05983516910336,0,1516.47375106812,1516.47375106812,-17.7735260040253,77
"Persistent gap",481.5,481.5,0,5.30575798407026,5.55584629649065,2554.72246932983,2675.13999176025,120.417522430417,0.250088312420388,77
"Recovered gap",341.25,0,-341.25,6.69459813156407,21.6753455752418,2284.53161239624,0,-2284.53161239624,14.9807474436777,77
"Intact canopy",0,0,0,32.4904975439773,34.911138500083,0,0,0,2.4206409561057,72
"New gap",0,157.25,157.25,21.2173819731453,6.16712692090931,0,969.780708312988,969.780708312988,-15.050255052236,72
"Persistent gap",165.25,165.25,0,6.43430163315673,6.955557195574,1063.26834487915,1149.4058265686,86.1374816894534,0.521255562417266,72
"Recovered gap",259,0,-259,6.70046870404689,19.1084991955849,1735.42139434814,0,-1735.42139434814,12.408030491538,72
"Intact canopy",0,0,0,32.5503353082034,34.5108138438934,0,0,0,1.96047853568997,82
"New gap",0,404.25,404.25,23.6166713433864,6.16443312721041,0,2491.97209167481,2491.97209167481,-17.452238216176,82
"Persistent gap",331.75,331.75,0,5.94578464855893,5.75878416404924,1972.51405715943,1910.47664642334,-62.0374107360899,-0.18700048450969,82
"Recovered gap",424,0,-424,6.67580686425263,18.9346569169242,2830.54211044312,0,-2830.54211044312,12.2588500526716,82
"Intact canopy",0,0,0,31.3539841753716,32.9532663943397,0,0,0,1.59928221896812,75
"New gap",0,133.5,133.5,24.4548924763997,6.56464923187142,0,876.380672454834,876.380672454834,-17.8902432445283,75
"Persistent gap",81.75,81.75,0,5.19401111661112,7.48798671337443,424.610408782959,612.14291381836,187.532505035401,2.29397559676331,75
"Recovered gap",305.75,0,-305.75,6.81585115696306,17.7239544697697,2083.94649124146,0,-2083.94649124146,10.9081033128066,75
"Intact canopy",0,0,0,31.1560894173124,33.0323728105296,0,0,0,1.87628339321724,70
"New gap",0,517.25,517.25,21.1868970307709,5.98378468619963,0,3095.11262893676,3095.11262893676,-15.2031123445712,70
"Persistent gap",592.75,592.75,0,5.84617539449666,5.8178414707192,3465.3204650879,3448.5255317688,-16.7949333190913,-0.0283339237774634,70
"Recovered gap",309.75,0,-309.75,6.57550918295847,20.9222648811494,2036.76396942139,0,-2036.76396942139,14.346755698191,70
"Intact canopy",0,0,0,30.0813968693935,32.0176810582497,0,0,0,1.93628418885619,80
"New gap",0,223.5,223.5,21.1212903903901,6.20367327525845,0,1386.52097702026,1386.52097702026,-14.9176171151317,80
"Persistent gap",239.5,239.5,0,6.55126731729209,6.62866803449977,1569.02852249146,1587.5659942627,18.5374717712402,0.0774007172076834,80
"Recovered gap",219.25,0,-219.25,7.39984464917243,15.9724558152794,1622.41593933106,0,-1622.41593933106,8.57261116610693,80
"Intact canopy",0,0,0,31.3006901853632,32.3774067162624,0,0,0,1.0767165308992,69
"New gap",0,716,716,22.947911470296,6.03102215175522,0,4318.21186065674,4318.21186065674,-16.9168893185408,69
"Persistent gap",388,388,0,5.95027085923657,5.33998062684365,2308.70509338379,2071.91248321533,-236.792610168452,-0.610290232392919,69
"Recovered gap",237.75,0,-237.75,6.28996474208892,20.2279662765038,1495.43911743164,0,-1495.43911743164,13.9380015344148,69
"Intact canopy",0,0,0,30.0346454473088,32.0120332570625,0,0,0,1.97738780975361,68
"New gap",0,151.75,151.75,19.5202210377626,5.45942974561914,0,828.468463897705,828.468463897705,-14.0607912921434,68
"Persistent gap",235.5,235.5,0,5.41631195651498,5.15841339500087,1275.54146575928,1214.8063545227,-60.7351112365736,-0.257898561514113,68
"Recovered gap",328.25,0,-328.25,6.5011862110565,19.9350930393332,2134.0143737793,0,-2134.0143737793,13.4339068282767,68
"Intact canopy",0,0,0,32.0269324989743,33.353228544038,0,0,0,1.32629604506369,67
"New gap",0,264.75,264.75,28.5037917586517,6.34251668928253,0,1679.18129348755,1679.18129348755,-22.1612750693691,67
"Persistent gap",268,268,0,5.46445486438808,6.7170292868543,1464.47390365601,1800.16384887695,335.689945220947,1.25257442246622,67
"Recovered gap",292.25,0,-292.25,6.39178438080591,20.0062322167885,1867.99898529053,0,-1867.99898529053,13.6144478359826,67
"Intact canopy",0,0,0,29.7191569891919,30.8695624129603,0,0,0,1.15040542376832,65
"New gap",0,517,517,25.9717988875664,6.16541616413994,0,3187.52015686035,3187.52015686035,-19.8063827234265,65
"Persistent gap",530.25,530.25,0,5.2137861382225,5.84014164530295,2764.61009979248,3096.73510742189,332.125007629408,0.626355507080448,65
"Recovered gap",538.75,0,-538.75,6.58725771450388,17.8379909577337,3548.88509368897,0,-3548.88509368897,11.2507332432298,65
"Intact canopy",0,0,0,27.6029888753515,28.6634273217193,0,0,0,1.06043844636785,1
"New gap",0,571.75,571.75,20.6455917858796,6.49104421838278,0,3711.25453186035,3711.25453186035,-14.1545475674968,1
"Persistent gap",633,633,0,5.88274061736337,6.05921378595193,3723.77481079102,3835.48232650757,111.707515716558,0.17647316858856,1
"Recovered gap",471.25,0,-471.25,6.38848094990779,17.6827622148023,3010.57164764404,0,-3010.57164764404,11.2942812648945,1
"Intact canopy",0,0,0,29.2049195454382,30.9637375989429,0,0,0,1.75881805350466,2
"New gap",0,395.25,395.25,19.2883720422077,6.13624661546353,0,2425.35147476196,2425.35147476196,-13.1521254267442,2
"Persistent gap",449.5,449.5,0,5.31539835521456,6.0442416028796,2389.27156066895,2716.88660049438,327.615039825435,0.728843247665038,2
"Recovered gap",418.75,0,-418.75,6.65690539004198,18.1582428342905,2787.57913208008,0,-2787.57913208008,11.5013374442485,2
"Intact canopy",0,0,0,27.5550714701477,29.5414691817559,0,0,0,1.98639771160816,3
"New gap",0,503.25,503.25,17.6217371281616,5.92931800686893,0,2983.92928695679,2983.92928695679,-11.6924191212926,3
"Persistent gap",752.5,752.5,0,4.01492034303787,3.83495342977024,3021.227558136,2885.80245590211,-135.425102233889,-0.179966913267627,3
"Recovered gap",554.75,0,-554.75,5.86099007302654,17.9105665938389,3251.38424301148,0,-3251.38424301148,12.0495765208124,3
"Intact canopy",0,0,0,28.0522399751428,29.4583228677697,0,0,0,1.40608289262698,4
"New gap",0,340,340,19.3475407207713,6.55265049653895,0,2227.90116882324,2227.90116882324,-12.7948902242324,4
"Persistent gap",260.25,260.25,0,6.16309679894351,6.50041666314879,1603.94594192505,1691.73343658447,87.7874946594236,0.337319864205278,4
"Recovered gap",327.5,0,-327.5,7.14221752836504,17.2230877359405,2339.07624053955,0,-2339.07624053955,10.0808702075755,4
"Intact canopy",0,0,0,27.7474416371983,28.928690124698,0,0,0,1.18124848749973,6
"New gap",0,701.75,701.75,20.345568551939,6.48516595648156,0,4550.96520996094,4550.96520996094,-13.8604025954575,6
"Persistent gap",673.75,673.75,0,5.55567364807694,6.52433030052398,3743.13512039184,4395.76753997803,652.632419586188,0.968656652447033,6
"Recovered gap",553.75,0,-553.75,6.72582329950268,17.0085365932628,3724.42465209961,0,-3724.42465209961,10.2827132937601,6
"Intact canopy",0,0,0,24.8529819485347,26.3584199655308,0,0,0,1.50543801699613,7
"New gap",0,711,711,16.3175102856256,6.022988503157,0,4282.34482574463,4282.34482574463,-10.2945217824686,7
"Persistent gap",1020.75,1020.75,0,5.22460302557982,5.43482090344825,5333.0135383606,5547.5934371948,214.579898834199,0.21021787786843,7
"Recovered gap",836.25,0,-836.25,6.17575233356835,16.8329421563712,5164.47288894653,0,-5164.47288894653,10.6571898228028,7
"Intact canopy",0,0,0,28.7378885079907,30.5014392833225,0,0,0,1.7635507753318,8
"New gap",0,454.75,454.75,19.3774363898916,6.62292854598487,0,3011.77675628662,3011.77675628662,-12.7545078439068,8
"Persistent gap",368.5,368.5,0,6.51273124415322,6.53594684989027,2399.94146347046,2408.49641418457,8.55495071410405,0.0232156057370529,8
"Recovered gap",459.5,0,-459.5,7.13329015488982,18.9405751441067,3277.74682617187,0,-3277.74682617187,11.8072849892169,8
"Intact canopy",0,0,0,28.7651956160958,30.5038242436565,0,0,0,1.73862862756068,10
"New gap",0,770.25,770.25,19.6720655491429,6.54337677031668,0,5040.03595733643,5040.03595733643,-13.1286887788262,10
"Persistent gap",723.5,723.5,0,5.77585795836855,6.1650459800989,4178.83323287964,4460.41076660155,281.577533721911,0.389188021730355,10
"Recovered gap",605.5,0,-605.5,6.96742410447162,17.492766892979,4218.77529525757,0,-4218.77529525757,10.5253427885073,10
"Intact canopy",0,0,0,29.1547155977413,31.4029763604347,0,0,0,2.24826076269342,11
"New gap",0,140.25,140.25,18.1736403412572,7.36114444834663,0,1032.40050888062,1032.40050888062,-10.8124958929106,11
"Persistent gap",237.25,237.25,0,5.0956942173402,6.89982514939143,1208.95345306396,1636.98351669312,428.030063629152,1.80413093205122,11
"Recovered gap",665,0,-665,6.94239505968595,16.2027821017387,4616.69271469116,0,-4616.69271469116,9.26038704205277,11
"Intact canopy",0,0,0,29.1823908653637,30.8590509799044,0,0,0,1.67666011454066,12
"New gap",0,445,445,18.5740652020058,6.37694743295734,0,2837.74160766602,2837.74160766602,-12.1971177690484,12
"Persistent gap",594,594,0,3.99700662503738,4.1226506345601,2374.22193527221,2448.8544769287,74.632541656491,0.125644009522712,12
"Recovered gap",480,0,-480,5.74757646719614,19.2689984083176,2758.83670425415,0,-2758.83670425415,13.5214219411214,12
"Intact canopy",0,0,0,28.9231368559935,30.7939746759283,0,0,0,1.87083781993475,13
"New gap",0,642.25,642.25,20.3152705423096,6.14202415196057,0,3944.71501159668,3944.71501159668,-14.173246390349,13
"Persistent gap",978.75,978.75,0,6.21537038673994,5.68805236816407,6083.29376602172,5567.18125534058,-516.112510681138,-0.527318018575875,13
"Recovered gap",511.5,0,-511.5,6.62495025604934,19.7047152924748,3388.66205596924,0,-3388.66205596924,13.0797650364254,13
"Intact canopy",0,0,0,28.9673564954111,30.4637115551258,0,0,0,1.49635505971473,15
"New gap",0,594.5,594.5,20.244474848947,6.4289114770015,0,3821.98787307739,3821.98787307739,-13.8155633719455,15
"Persistent gap",668.75,668.75,0,5.72852436956958,6.38608347099519,3830.95067214966,4270.69332122803,439.742649078372,0.657559101425602,15
"Recovered gap",379.75,0,-379.75,6.67279612256792,17.5484182672959,2533.99432754517,0,-2533.99432754517,10.875622144728,15
"Intact canopy",0,0,0,28.892889429684,30.4579888601606,0,0,0,1.56509943047661,16
"New gap",0,493.5,493.5,19.4735299818663,6.21639206875663,0,3067.7894859314,3067.7894859314,-13.2571379131097,16
"Persistent gap",1098.75,1098.75,0,4.8348092939531,4.73439529644618,5312.24671173097,5201.91683197024,-110.32987976073,-0.100413997506921,16
"Recovered gap",523,0,-523,6.41253273345772,19.1582021403267,3353.75461959839,0,-3353.75461959839,12.745669406869,16
"Intact canopy",0,0,0,29.4648379201124,30.7636928856496,0,0,0,1.29885496553719,31
"New gap",0,313.5,313.5,21.2081626149836,6.69608928674336,0,2099.22399139404,2099.22399139404,-14.5120733282402,31
"Persistent gap",479.25,479.25,0,6.58002528835847,6.78691122565471,3153.4771194458,3252.62720489502,99.1500854492224,0.206885937296239,31
"Recovered gap",435.25,0,-435.25,6.80963128630558,19.5244159030202,2963.8920173645,0,-2963.8920173645,12.7147846167146,31
"Intact canopy",0,0,0,28.0165493773366,29.2474102508678,0,0,0,1.23086087353128,26
"New gap",0,510.75,510.75,20.2891823371368,6.11649015914909,0,3123.9973487854,3123.9973487854,-14.1726921779877,26
"Persistent gap",706.25,706.25,0,5.76893907935219,5.9884927557211,4074.31322479248,4229.37300872802,155.059783935541,0.219553676368908,26
"Recovered gap",553.25,0,-553.25,6.83173991951854,18.5352778238675,3779.66011047363,0,-3779.66011047363,11.7035379043489,26
"Intact canopy",0,0,0,30.8258539259724,32.792334626867,0,0,0,1.96648070089466,21
"New gap",0,435.25,435.25,20.5285740939452,6.61785602076584,0,2880.42183303833,2880.42183303833,-13.9107180731793,21
"Persistent gap",410,410,0,6.24572985579328,6.49687584667672,2560.74924087524,2663.71909713745,102.969856262211,0.25114599088344,21
"Recovered gap",397.75,0,-397.75,6.75101639263889,18.1190548554522,2685.21677017212,0,-2685.21677017212,11.3680384628133,21
"Intact canopy",0,0,0,28.8175600298666,30.6850667374497,0,0,0,1.86750670758314,17
"New gap",0,403,403,18.1653204413857,6.50133106430471,0,2620.0364189148,2620.0364189148,-11.663989377081,17
"Persistent gap",572,572,0,5.14289663221452,5.62410764760903,2941.7368736267,3216.98957443237,275.252700805661,0.481211015394512,17
"Recovered gap",610.5,0,-610.5,6.27258342021222,18.0189553275644,3829.41217803956,0,-3829.41217803956,11.7463719073521,17
"Intact canopy",0,0,0,30.8141288624421,33.4483946453076,0,0,0,2.63426578286553,32
"New gap",0,39.5,39.5,21.5675992362107,7.10247271573996,0,280.547672271729,280.547672271729,-14.4651265204707,32
"Persistent gap",88.25,88.25,0,5.98433864690764,7.63354539736134,528.1178855896,673.660381317139,145.542495727539,1.6492067504537,32
"Recovered gap",232.75,0,-232.75,6.92336628029862,18.6875446454795,1611.4135017395,0,-1611.4135017395,11.7641783651809,32
"Intact canopy",0,0,0,31.8497003383573,32.6455286605027,0,0,0,0.795828322145397,27
"New gap",0,289.75,289.75,27.4966304802093,6.18376591495648,0,1791.74617385864,1791.74617385864,-21.3128645652528,27
"Persistent gap",130,130,0,3.40102301377517,4.3139454474816,442.132991790772,560.812908172608,118.679916381836,0.912922433706427,27
"Recovered gap",172.75,0,-172.75,6.54234815230417,17.7989185294608,1130.19064331055,0,-1130.19064331055,11.2565703771566,27
"Intact canopy",0,0,0,29.358406084318,32.0512851526069,0,0,0,2.69287906828892,22
"New gap",0,113.5,113.5,18.3825801563683,5.86714034563644,0,665.920429229736,665.920429229736,-12.5154398107319,22
"Persistent gap",269.25,269.25,0,3.6682951775766,4.73666119730462,987.6884765625,1275.34602737427,287.657550811768,1.06836601972801,22
"Recovered gap",530,0,-530,5.92643300902167,17.7254421953885,3141.00949478149,0,-3141.00949478149,11.7990091863668,22
"Intact canopy",0,0,0,27.078282403759,28.3478039654569,0,0,0,1.26952156169789,18
"New gap",0,605,605,17.6728263224452,6.61761982815325,0,4003.65999603272,4003.65999603272,-11.055206494292,18
"Persistent gap",919,919,0,6.24518633770864,6.79553720351791,5739.32624435424,6245.09869003296,505.772445678719,0.55035086580927,18
"Recovered gap",761.5,0,-761.5,6.9507820344801,16.3631918914054,5293.02051925659,0,-5293.02051925659,9.41240985692526,18
"Intact canopy",0,0,0,29.4273089631833,31.4809184567975,0,0,0,2.05360949361429,33
"New gap",0,360.5,360.5,17.5677155641511,6.29380420573708,0,2268.91641616822,2268.91641616822,-11.273911358414,33
"Persistent gap",812,812,0,5.20383694371563,5.37654631008654,4225.51559829709,4365.75560379027,140.240005493182,0.172709366370913,33
"Recovered gap",514.25,0,-514.25,6.4107280948177,17.76794248886,3296.71692276,0,-3296.71692276,11.3572143940423,33
"Intact canopy",0,0,0,31.3265114959788,31.8181426370205,0,0,0,0.491631141041708,28
"New gap",0,565.75,565.75,22.197913621202,5.78672493847397,0,3273.83963394165,3273.83963394165,-16.4111886827281,28
"Persistent gap",634.25,634.25,0,4.52217938066421,4.51714588085591,2868.19227218628,2864.99977493286,-3.1924972534157,-0.00503349980830237,28
"Recovered gap",425.75,0,-425.75,5.9734154531554,18.081084219484,2543.18162918091,0,-2543.18162918091,12.1076687663286,28
"Intact canopy",0,0,0,28.3749230632097,29.3097390215524,0,0,0,0.934815958342707,23
"New gap",0,482.25,482.25,20.1820675230446,6.32462298530195,0,3050.04943466187,3050.04943466187,-13.8574445377427,23
"Persistent gap",213,213,0,6.81452309693529,6.96911200223395,1451.49341964722,1484.42085647583,32.9274368286133,0.154588905298654,23
"Recovered gap",254.75,0,-254.75,7.40709932606166,16.1050482573055,1886.95855331421,0,-1886.95855331421,8.69794893124386,23
"Intact canopy",0,0,0,26.7014032798926,28.1237170414754,0,0,0,1.42231376158282,19
"New gap",0,448.5,448.5,21.5212757191397,5.76167723486655,0,2584.11223983765,2584.11223983765,-15.7595984842732,19
"Persistent gap",250.25,250.25,0,6.33574872393232,6.17479987053961,1585.52111816406,1545.24366760254,-40.2774505615246,-0.160948853392705,19
"Recovered gap",370.5,0,-370.5,7.18427608145071,17.1500517604483,2661.77428817749,0,-2661.77428817749,9.96577567899758,19
"Intact canopy",0,0,0,29.2551930175102,31.0038956427442,0,0,0,1.748702625234,34
"New gap",0,271,271,19.6128451357908,5.49930283944106,0,1490.31106948853,1490.31106948853,-14.1135422963498,34
"Persistent gap",755.75,755.75,0,3.61703331707882,3.50699029203838,2733.57292938232,2650.40791320801,-83.1650161743128,-0.11004302504044,34
"Recovered gap",464.5,0,-464.5,5.81060667828415,18.9743202381935,2699.02680206299,0,-2699.02680206299,13.1637135599093,34
"Intact canopy",0,0,0,30.9185021513088,33.9630186233967,0,0,0,3.04451647208788,29
"New gap",0,193,193,17.0653662805112,6.32618302261273,0,1220.95332336426,1220.95332336426,-10.7391832578985,29
"Persistent gap",778.5,778.5,0,4.70180236091197,5.2344292044716,3660.35313796997,4075.00313568114,414.649997711171,0.532626843559629,29
"Recovered gap",597.5,0,-597.5,6.8119622011065,19.9638159077537,4070.14741516113,0,-4070.14741516113,13.1518537066472,29
"Intact canopy",0,0,0,28.3491960254317,30.0035583632209,0,0,0,1.65436233778923,24
"New gap",0,665.75,665.75,20.9208795745884,6.10525820392261,0,4064.57564926148,4064.57564926148,-14.8156213706658,24
"Persistent gap",1037.75,1037.75,0,5.62890597798112,5.22183083074978,5841.39717864991,5418.95494461059,-422.442234039323,-0.40707514723134,24
"Recovered gap",391.25,0,-391.25,6.5538321498103,20.7538001502284,2564.18682861328,0,-2564.18682861328,14.1999680004181,24
"Intact canopy",0,0,0,28.7958093274562,29.870887618454,0,0,0,1.07507829099779,53
"New gap",0,886.5,886.5,18.8785119312198,6.59788322986618,0,5849.02348327637,5849.02348327637,-12.2806287013536,53
"Persistent gap",718.25,718.25,0,6.52198386267009,6.02095688721298,4684.4149093628,4324.55228424072,-359.862625122074,-0.501026975457117,53
"Recovered gap",403.75,0,-403.75,6.50296634638642,18.5092075406952,2625.57266235352,0,-2625.57266235352,12.0062411943087,53
"Intact canopy",0,0,0,32.0450552978335,32.7068759492369,0,0,0,0.661820651403396,52
"New gap",0,390.75,390.75,21.1698665020943,6.18448615974139,0,2416.58796691895,2416.58796691895,-14.9853803423529,52
"Persistent gap",333.75,333.75,0,3.91199948885914,4.93642616986336,1305.62982940674,1647.5322341919,341.902404785156,1.02442668100421,52
"Recovered gap",328,0,-328,5.45973293955733,18.9282233308001,1790.7924041748,0,-1790.7924041748,13.4684903912428,52
"Intact canopy",0,0,0,31.1767393956185,32.0653512229674,0,0,0,0.888611827348907,51
"New gap",0,780.25,780.25,24.808323956422,5.87024632251938,0,4580.25969314575,4580.25969314575,-18.9380776339026,51
"Persistent gap",335.25,335.25,0,5.90946904693764,6.60356313092419,1981.14949798584,2213.84453964233,232.695041656492,0.694094083986552,51
"Recovered gap",460,0,-460,6.48161448603091,18.1137016711028,2981.54266357422,0,-2981.54266357422,11.6320871850719,51
"Intact canopy",0,0,0,29.1789436420898,30.5070650412283,0,0,0,1.32812139913847,41
"New gap",0,361.25,361.25,20.5196257383353,6.84527236252095,0,2472.85464096069,2472.85464096069,-13.6743533758144,41
"Persistent gap",239,239,0,6.42304991079673,7.37425228741379,1535.10892868042,1762.4462966919,227.337368011477,0.951202376617058,41
"Recovered gap",340.75,0,-340.75,6.62966755498269,17.2733365210731,2259.05921936035,0,-2259.05921936035,10.6436689660904,41
"Intact canopy",0,0,0,26.1299628705123,28.5198217200165,0,0,0,2.38985884950411,36
"New gap",0,1000.25,1000.25,11.1200776542315,5.42659830647807,0,5427.95495605469,5427.95495605469,-5.69347934775343,36
"Persistent gap",476,476,0,5.94183258248979,5.53961075053495,2828.31230926514,2636.85471725464,-191.457592010502,-0.402221831954837,36
"Recovered gap",291.5,0,-291.5,6.31804952735966,18.9762226451527,1841.71143722534,0,-1841.71143722534,12.658173117793,36
"Intact canopy",0,0,0,30.9071229900849,33.1925156249283,0,0,0,2.28539263484345,46
"New gap",0,129.25,129.25,20.9466007018689,6.77532531029943,0,875.710796356202,875.710796356202,-14.1712753915695,46
"Persistent gap",73.5,73.5,0,6.08092472828975,7.94061860584077,446.947967529297,583.635467529297,136.6875,1.85969387755102,46
"Recovered gap",341.5,0,-341.5,6.83319743032162,17.8816016938641,2333.53692245483,0,-2333.53692245483,11.0484042635425,46
"Intact canopy",0,0,0,29.8700474705107,30.27701438029,0,0,0,0.406966909779317,42
"New gap",0,127.5,127.5,21.9579474056468,6.55751600078508,0,836.083290100098,836.083290100098,-15.4004314048617,42
"Persistent gap",82,82,0,4.94823725630597,6.01890750047638,405.75545501709,493.550415039063,87.7949600219734,1.07067024417041,42
"Recovered gap",84.5,0,-84.5,5.5824319512181,20.8180833173221,471.71549987793,0,-471.71549987793,15.235651366104,42
"Intact canopy",0,0,0,28.4283182108531,30.1675036727788,0,0,0,1.73918546192571,37
"New gap",0,174.5,174.5,17.7338297278287,6.32213966347768,0,1103.21337127686,1103.21337127686,-11.411690064351,37
"Persistent gap",329.75,329.75,0,5.96572858623883,6.53851869017722,1967.19900131225,2156.07653808594,188.877536773683,0.572790103938385,37
"Recovered gap",458.75,0,-458.75,6.67731278338939,16.6857815942582,3063.21723937988,0,-3063.21723937988,10.0084688108688,37
"Intact canopy",0,0,0,30.3636222364434,30.3972545579611,0,0,0,0.0336323215177607,47
"New gap",0,508.25,508.25,23.0013590604873,6.52283474405705,0,3315.23075866699,3315.23075866699,-16.4785243164302,47
"Persistent gap",341.75,341.75,0,5.66204778173149,6.13517074752395,1935.00482940674,2096.69460296631,161.689773559571,0.473122965792455,47
"Recovered gap",310.75,0,-310.75,6.3533209311991,18.3625970719231,1974.29447937012,0,-1974.29447937012,12.009276140724,47
"Intact canopy",0,0,0,31.6923222027886,33.1835046543247,0,0,0,1.49118245153618,43
"New gap",0,384,384,20.5620822310448,6.23666559656461,0,2394.87958908081,2394.87958908081,-14.3254166344802,43
"Persistent gap",324.25,324.25,0,5.21434579818363,6.08829360056033,1690.75162506104,1974.12919998169,283.377574920646,0.873947802376703,43
"Recovered gap",431,0,-431,5.74398995773421,21.9842687018233,2475.65967178344,0,-2475.65967178344,16.240278744089,43
"Intact canopy",0,0,0,27.4356234460381,28.218738744027,0,0,0,0.783115297988946,38
"New gap",0,393.75,393.75,20.2754715111142,6.53486200241816,0,2573.10191345215,2573.10191345215,-13.7406095086961,38
"Persistent gap",448,448,0,5.92059101377215,5.71160074642726,2652.42477416992,2558.79713439941,-93.6276397705133,-0.208990267344896,38
"Recovered gap",214,0,-214,6.96010976417042,16.5315468333592,1489.46348953247,0,-1489.46348953247,9.57143706918878,38
"Intact canopy",0,0,0,30.5129731724045,30.8993969785165,0,0,0,0.386423806112013,48
"New gap",0,476.5,476.5,25.7561237699463,6.13641182097909,0,2924.00023269653,2924.00023269653,-19.6197119489672,48
"Persistent gap",171.25,171.25,0,5.14993212623318,6.89168487326072,881.925876617432,1180.2010345459,298.275157928467,1.74175274702755,48
"Recovered gap",378.5,0,-378.5,5.15243629042348,20.829880587176,1950.19713592529,0,-1950.19713592529,15.6774442967525,48
"Intact canopy",0,0,0,28.5330573823458,29.9582229881457,0,0,0,1.42516560579998,44
"New gap",0,364,364,21.1685557522616,6.27217539064176,0,2283.0718421936,2283.0718421936,-14.8963803616199,44
"Persistent gap",199.5,199.5,0,5.93035565522082,6.57381450681758,1183.10595321655,1311.47599411011,128.370040893554,0.643458851596761,44
"Recovered gap",295.5,0,-295.5,6.70090192869029,19.0649628615016,1980.11651992798,0,-1980.11651992798,12.3640609328114,44
"Intact canopy",0,0,0,27.6718515519704,29.4018605269767,0,0,0,1.73000897500631,39
"New gap",0,135.75,135.75,16.0589917430562,6.90748157817356,0,937.69062423706,937.69062423706,-9.15151016488261,39
"Persistent gap",174.25,174.25,0,6.47191244423646,6.6709655805503,1127.7307434082,1162.41575241089,34.685009002686,0.199053136313836,39
"Recovered gap",355.5,0,-355.5,7.14017289130832,18.9382249748992,2538.33146286011,0,-2538.33146286011,11.7980520835909,39
"Intact canopy",0,0,0,28.2775080111334,30.5778482646885,0,0,0,2.30034025355507,49
"New gap",0,175.25,175.25,20.9598633334912,6.594855946583,0,1155.74850463867,1155.74850463867,-14.3650073869082,49
"Persistent gap",423.25,423.25,0,3.63670957489822,5.31519151339499,1539.23732757567,2249.65480804443,710.41748046876,1.67848193849677,49
"Recovered gap",765.5,0,-765.5,5.37646217271443,19.4231505939027,4115.68179321289,0,-4115.68179321289,14.0466884211883,49
"Intact canopy",0,0,0,31.6271780900673,33.361845853719,0,0,0,1.73466776365172,59
"New gap",0,556.75,556.75,19.7796469021657,6.46380520680585,0,3598.72354888916,3598.72354888916,-13.3158416953599,59
"Persistent gap",1062.25,1062.25,0,5.62797279564402,5.42985802208516,5978.31410217286,5767.86668395996,-210.447418212902,-0.198114773558864,59
"Recovered gap",743,0,-743,5.98128147048233,19.7700332087109,4444.09213256837,0,-4444.09213256837,13.7887517382286,59
"Intact canopy",0,0,0,29.2865987776801,29.3681181978674,0,0,0,0.0815194201872806,58
