"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"Persistent gap",192.5,192.5,0,5.8292774150898,6.27175828017197,1122.13590240479,1207.3134689331,85.1775665283192,0.442480865082178,120
"Recovered gap",244.5,0,-244.5,6.19484103774244,18.6775503802153,1514.63863372803,0,-1514.63863372803,12.4827093424729,120
"Intact canopy",0,0,0,31.840855568768,33.554667567323,0,0,0,1.71381199855497,71
"New gap",0,483.25,483.25,18.6428446525499,5.91663679112071,0,2859.21472930908,2859.21472930908,-12.7262078614292,71
"Persistent gap",396.5,396.5,0,6.08921009655407,6.05812567269517,2414.37180328369,2402.04682922363,-12.3249740600559,-0.0310844238589043,71
"Recovered gap",341.25,0,-341.25,6.49052497388679,19.6527888594966,2214.89164733887,0,-2214.89164733887,13.1622638856098,71
"Intact canopy",0,0,0,28.4279818578171,30.3314080827178,0,0,0,1.9034262249007,81
"New gap",0,522,522,17.9458664715062,5.9526095335511,0,3107.26217651367,3107.26217651367,-11.9932569379551,81
"Persistent gap",595.25,595.25,0,5.69730819067701,5.76359086435214,3391.32270050049,3430.77746200561,39.4547615051233,0.0662826736751336,81
"Recovered gap",506.25,0,-506.25,6.43549068498023,18.5888929955753,3257.96715927124,0,-3257.96715927124,12.1534023105951,81
"Intact canopy",0,0,0,31.3235001076181,33.1595838305324,0,0,0,1.83608372291425,119
"New gap",0,916,916,19.5927275653489,5.88918803352458,0,5394.49623870851,5394.49623870851,-13.7035395318243,119
"Persistent gap",1423,1423,0,5.11147612882012,4.94683790977623,7273.63053131104,7039.35034561157,-234.280185699467,-0.164638219043898,119
"Recovered gap",696.25,0,-696.25,6.24953696012925,20.2371023400682,4351.24010848999,0,-4351.24010848999,13.9875653799389,119
