"overlap","area_a_gaps","area_b_gaps","area_change","CHM1_mean","CHM2_mean","gap_volume_a_gaps","gap_volume_b_gaps","gap_volume_change","height_growth","Plot_id"
"Persistent gap",75,75,0,5.14867268880209,6.72320515950521,386.150451660156,504.240386962891,118.089935302734,1.57453247070312,"P_25"
"Recovered gap",179,0,-179,6.46553781179076,18.6027419447233,1157.33126831055,0,-1157.33126831055,12.1372041329325,"P_25"
"Intact canopy",0,0,0,39.5567037944852,40.4992486924025,0,0,0,0.94254489791733,"P_26"
"New gap",0,71,71,23.4256394077355,6.71662537480744,0,476.880401611328,476.880401611328,-16.709014032928,"P_26"
"Persistent gap",71,71,0,5.7607099506217,7.50380803497744,409.010406494141,532.770370483398,123.759963989258,1.74309808435574,"P_26"
"Recovered gap",228,0,-228,6.89982939603036,18.8466728611996,1573.16110229492,0,-1573.16110229492,11.9468434651693,"P_26"
"Intact canopy",0,0,0,31.3324910259025,31.4858864854511,0,0,0,0.153395459548648,"P_27"
"New gap",0,767,767,20.5937607428241,6.15347461128484,0,4719.71502685547,4719.71502685547,-14.4402861315393,"P_27"
"Persistent gap",625,625,0,6.18534990234375,6.64160512695313,3865.84368896484,4151.0032043457,285.15951538086,0.456255224609376,"P_27"
"Recovered gap",479,0,-479,6.63526747669706,16.5091498580009,3178.29312133789,0,-3178.29312133789,9.87388238130382,"P_27"
"Intact canopy",0,0,0,34.3062176087157,35.5822961541784,0,0,0,1.27607854546272,"P_28"
"New gap",0,460,460,17.7866143268088,6.40874481201172,0,2948.02261352539,2948.02261352539,-11.3778695147971,"P_28"
"Persistent gap",508,508,0,6.49451428511012,6.97955346295214,3299.21325683594,3545.61315917969,246.399902343749,0.485039177842026,"P_28"
"Recovered gap",403,0,-403,7.25353011895646,15.7898319518892,2923.17263793945,0,-2923.17263793945,8.5363018329327,"P_28"
"Intact canopy",0,0,0,37.8138547032357,39.5124037412048,0,0,0,1.69854903796907,"P_29"
"New gap",0,212,212,18.1990162111678,6.38368484209169,0,1353.34118652344,1353.34118652344,-11.8153313690761,"P_29"
"Recovered gap",57,0,-57,6.55772801449424,18.3507096140008,373.790496826172,0,-373.790496826172,11.7929815995066,"P_29"
