"Plot_id","Site","Persistant_gap_area_2013","Recovered_gap_area_2013","New_gap_area_2020","Persistant_gap_area_2020","Intact_canopy_TCH_2013","New_gap_TCH_2013","Persistant_gap_TCH_2013","Recovered_gap_TCH_2013","Intact_canopy_TCH_2020","New_gap_TCH_2020","Persistant_gap_TCH_2020","Recovered_gap_TCH_2020","Persistant_gap_volume_2013","Recovered_gap_volume_2013","New_gap_volume_2020","Persistant_gap_volume_2020","Persistant_gap_volume_change","Intact canopy_height_growth","New gap_height_growth","Persistent gap_height_growth","Recovered gap_height_growth","Existing_gap_area_2013","Existing_gap_area_2020","Existing_gap_volume_2013","Existing_gap_volume_2020","Existing_proportion_closed","Existing_proportion_closed_perc"
"105","SBE",625,782,546,625,27.5700548538633,17.706162756616,5.6957360168457,6.6717464954347,29.708776215902,6.31993063203581,6.26946387939453,17.8335623485048,3559.83501052856,5217.30575942993,3450.68212509155,3918.41492462158,358.579914093021,2.13872136203869,-11.3862321245801,0.573727862548834,11.1618158530701,1407,625,8777.14076995849,3918.41492462158,0.553565901775994,55.3565901775994
"104","SBE",1460.75,704.5,724.25,1460.75,27.9820417575038,16.9592272409867,6.05664930550911,6.59967014483308,30.6147113115472,6.36365944359027,5.80794997691044,20.3156284253762,8847.25047302244,4649.4676170349,4608.88035202025,8483.96292877192,-363.287544250517,2.63266955404336,-10.5955677973965,-0.248699328598676,13.7159582805431,2165.25,1460.75,13496.7180900573,8483.96292877192,0.371405487455367,37.1405487455367
"103","SBE",418,636.5,265.5,418,28.6293745443627,18.8782054520372,5.33158854434364,6.41321687181447,30.9451971392851,6.48219772022772,6.12272532704915,17.9729297934605,2228.60401153564,4082.01253890991,1721.02349472046,2559.29918670654,330.695175170901,2.3158225949224,-12.3960077318095,0.791136782705506,11.559712921646,1054.5,418,6310.61655044555,2559.29918670654,0.594445460875634,59.4445460875634
"102","SBE",565.5,626.75,423.25,565.5,29.6296039366788,17.7591534257991,5.49346553488815,6.3458593952071,32.3667407978907,6.28044692623637,5.93430975282435,19.3886874746316,3106.55475997925,3977.26737594605,2658.19916152954,3355.85216522217,249.297405242924,2.73713686121196,-11.4787064995628,0.440844217936206,13.0428280794245,1192.25,565.5,7083.8221359253,3355.85216522217,0.526265326707865,52.6265326707865
"101","SBE",497.5,629.5,563.25,497.5,29.453278370285,21.8463374923929,6.01049649032515,6.72380024104765,31.064287601876,6.379626718141,6.16687337597411,18.7086734423286,2990.22200393676,4232.6322517395,3593.32474899292,3068.01950454712,77.7975006103584,1.61100923159095,-15.4667107742519,0.156376885648961,11.9848732012809,1127,497.5,7222.85425567626,3068.01950454712,0.575234471589117,57.5234471589117
"99","SBE",887.5,665.25,519.5,887.5,30.1053892916882,20.1571748236031,5.24775663134081,6.37455536771743,32.7165888845074,6.39260321608865,5.57253951811452,19.1501470061901,4657.38401031497,4240.67295837402,3320.95737075806,4945.62882232664,288.244812011667,2.6111995928192,-13.7645716075144,0.324782886773709,12.7755916384726,1552.75,887.5,8898.05696868899,4945.62882232664,0.444190024886376,44.4190024886376
"98","SBE",918,569,910.75,918,28.3267075578022,21.1495432407359,5.70447595966148,6.59387975334074,30.0937347416908,6.3909045629635,5.91002338800036,19.4969198096197,5236.70893096924,3751.91757965088,5820.51633071901,5425.40147018433,188.69253921509,1.76702718388859,-14.7586386777724,0.205547428338877,12.9030400562789,1487,918,8988.62651062012,5425.40147018433,0.396414851170623,39.6414851170623
"97","SBE",610.75,408.25,579.75,610.75,31.6836910124604,18.1827681304155,6.13078178190277,6.52641543068919,33.0278759113132,6.42718392685087,6.16329515092547,20.6674505585334,3744.37497329711,2664.40909957886,3726.15988159179,3764.23251342773,19.8575401306189,1.3441848988528,-11.7555842035646,0.0325133690227082,14.1410351278442,1019,610.75,6408.78407287597,3764.23251342773,0.412644821447618,41.2644821447618
"95","SBE",347.75,342.75,523.25,347.75,29.2101128706922,20.8419436889007,6.6099102533095,6.80128038268642,30.7317985570959,6.01756250169137,6.54346924047517,19.5881437917942,2298.59629058838,2331.13885116577,3148.68957901001,2275.49142837524,-23.1048622131384,1.5216856864037,-14.8243811872093,-0.0664410128343311,12.7868634091077,690.5,347.75,4629.73514175415,2275.49142837524,0.508505052944976,50.8505052944976
"89","SBE",358,351.75,395.5,358,31.7774684933333,21.0319778403802,6.57308497508811,7.18343854848594,32.6764689339561,6.68154165506664,6.69234471880524,18.2734101274459,2353.16442108154,2526.77450942993,2642.54972457886,2395.85940933228,42.6949882507324,0.899000440622832,-14.3504361853135,0.11925974371713,11.08997157896,709.75,358,4879.93893051147,2395.85940933228,0.509039059002903,50.9039059002903
"94","SBE",121.5,161.75,403.75,121.5,31.1680436045266,23.2991940524925,6.34973715950922,6.65799589319244,33.1631963899294,5.76290884106521,5.72158945342641,20.7664966376893,771.493064880371,1076.93083572388,2326.77444458008,695.173118591309,-76.319946289062,1.99515278540279,-17.5362852114273,-0.628147706082816,14.1085007444968,283.25,121.5,1848.42390060425,695.173118591309,0.623910338768041,62.3910338768041
"88","SBE",246.5,313.75,393.75,246.5,29.7141863422825,20.5266341339596,6.79725676376002,6.80028432412926,31.7017246991974,6.2017384750124,6.07751034626371,19.9848979934753,1675.52379226685,2133.58920669556,2441.93452453613,1498.106300354,-177.417491912842,1.9875383569149,-14.3248956589472,-0.719746417496316,13.184613669346,560.25,246.5,3809.11299896241,1498.106300354,0.606704684066322,60.6704684066322
"93","SBE",162.25,204.75,363.25,162.25,29.6021793186286,21.3104447996871,6.9142421022953,6.84853997422662,30.7195695430124,6.45621968825275,7.03455038908266,19.3123617207174,1121.83578109741,1402.2385597229,2345.22180175781,1141.35580062866,19.5200195312502,1.11739022438378,-14.8542251114343,0.120308286787366,12.4638217464908,367,162.25,2524.07434082031,1141.35580062866,0.547812129710203,54.7812129710203
